Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem
fig|362418.15.peg.211	CDS	NZ_JPRL01000001	236325	236501	3	+	177	hypothetical protein	- none -
fig|362418.15.peg.212	CDS	NZ_JPRL01000001	236556	238265	3	+	1710	DNA-binding response regulator/sensor histidine kinase	- none -
fig|362418.15.peg.213	CDS	NZ_JPRL01000001	238272	238940	3	+	669	hypothetical protein	- none -
fig|362418.15.peg.214	CDS	NZ_JPRL01000001	239090	239320	2	+	231	hypothetical protein	- none -
fig|362418.15.peg.215	CDS	NZ_JPRL01000001	239694	240218	3	+	525	hypothetical protein	- none -
fig|362418.15.peg.216	CDS	NZ_JPRL01000001	240215	241459	2	+	1245	hypothetical protein	- none -
fig|362418.15.peg.217	CDS	NZ_JPRL01000001	241443	242990	3	+	1548	hypothetical protein	- none -
fig|362418.15.peg.218	CDS	NZ_JPRL01000001	242994	244727	3	+	1734	hypothetical protein	- none -
fig|362418.15.peg.219	CDS	NZ_JPRL01000001	244729	245238	1	+	510	hypothetical protein	- none -
fig|362418.15.peg.220	CDS	NZ_JPRL01000001	245327	246391	2	+	1065	Prophage Lp2 protein 6	- none -
fig|362418.15.peg.221	CDS	NZ_JPRL01000001	246512	246922	2	+	411	hypothetical protein	- none -
fig|362418.15.peg.222	CDS	NZ_JPRL01000001	246947	247156	2	+	210	hypothetical protein	- none -
fig|362418.15.peg.223	CDS	NZ_JPRL01000001	248689	247241	-1	-	1449	Efflux transport system, outer membrane factor (OMF) lipoprotein	- none -
fig|362418.15.peg.224	CDS	NZ_JPRL01000001	251840	248673	-2	-	3168	RND efflux system, inner membrane transporter	- none -
fig|362418.15.peg.225	CDS	NZ_JPRL01000001	252956	251874	-2	-	1083	RND efflux system, membrane fusion protein	- none -
fig|362418.15.peg.226	CDS	NZ_JPRL01000001	253477	253133	-1	-	345	hypothetical protein	- none -
fig|362418.15.peg.227	CDS	NZ_JPRL01000001	254116	253712	-1	-	405	GCN5-related N-acetyltransferase	- none -
fig|362418.15.peg.228	CDS	NZ_JPRL01000001	254805	254197	-3	-	609	hypothetical protein	- none -
fig|362418.15.peg.229	CDS	NZ_JPRL01000001	256831	254954	-1	-	1878	Zn-dependent aminopeptidase	- none -
fig|362418.15.peg.230	CDS	NZ_JPRL01000001	258631	257051	-1	-	1581	Glyceraldehyde-3-phosphate dehydrogenase, putative	- none -
fig|362418.15.peg.231	CDS	NZ_JPRL01000001	259013	258702	-2	-	312	Protein containing rhodanese-like domain	- none -
fig|362418.15.peg.232	CDS	NZ_JPRL01000001	259060	259200	1	+	141	hypothetical protein	- none -
fig|362418.15.peg.233	CDS	NZ_JPRL01000001	259444	260085	1	+	642	Transcriptional regulator, Crp/Fnr family	Oxidative stress
fig|362418.15.peg.234	CDS	NZ_JPRL01000001	260381	261166	2	+	786	hypothetical protein	- none -
fig|362418.15.peg.235	CDS	NZ_JPRL01000001	261947	261456	-2	-	492	hypothetical protein	- none -
fig|362418.15.peg.236	CDS	NZ_JPRL01000001	263904	262270	-3	-	1635	hypothetical protein	- none -
fig|362418.15.peg.237	CDS	NZ_JPRL01000001	264727	264050	-1	-	678	hypothetical protein	- none -
fig|362418.15.peg.238	CDS	NZ_JPRL01000001	266787	265171	-3	-	1617	hypothetical protein	- none -
fig|362418.15.peg.239	CDS	NZ_JPRL01000001	267995	266919	-2	-	1077	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases
fig|362418.15.peg.240	CDS	NZ_JPRL01000001	269344	267998	-1	-	1347	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases
fig|362418.15.peg.241	CDS	NZ_JPRL01000001	270268	269678	-1	-	591	Uncharacterized hydrolase DSY2054	- none -
fig|362418.15.peg.242	CDS	NZ_JPRL01000001	270471	271889	3	+	1419	MBL-fold metallo-hydrolase superfamily	- none -
fig|362418.15.peg.243	CDS	NZ_JPRL01000001	272083	272652	1	+	570	Putative transmembrane protein	- none -
fig|362418.15.peg.244	CDS	NZ_JPRL01000001	272663	273142	2	+	480	hypothetical protein	- none -
fig|362418.15.peg.245	CDS	NZ_JPRL01000001	273595	274371	1	+	777	hypothetical protein	- none -
fig|362418.15.peg.246	CDS	NZ_JPRL01000001	274493	276070	2	+	1578	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Respiratory dehydrogenases 1
fig|362418.15.peg.247	CDS	NZ_JPRL01000001	276357	276818	3	+	462	Transcriptional regulator, MarR family	- none -
fig|362418.15.peg.248	CDS	NZ_JPRL01000001	276823	277455	1	+	633	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	- none -
fig|362418.15.peg.249	CDS	NZ_JPRL01000001	277487	278053	2	+	567	Rhodanese-like domain protein	- none -
fig|362418.15.peg.250	CDS	NZ_JPRL01000001	278228	279538	2	+	1311	hypothetical protein	- none -
fig|362418.15.peg.251	CDS	NZ_JPRL01000001	279843	279730	-3	-	114	hypothetical protein	- none -
fig|362418.15.peg.252	CDS	NZ_JPRL01000001	279843	281243	3	+	1401	Anthranilate synthase, aminase component (EC 4.1.3.27)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis
fig|362418.15.peg.253	CDS	NZ_JPRL01000001	281328	281894	3	+	567	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis; <br>Tryptophan synthesis
fig|362418.15.peg.254	CDS	NZ_JPRL01000001	281972	282379	2	+	408	Histone acetyltransferase HPA2 and related acetyltransferases	- none -
fig|362418.15.peg.255	CDS	NZ_JPRL01000001	282467	283459	2	+	993	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis
fig|362418.15.peg.256	CDS	NZ_JPRL01000001	283550	284329	2	+	780	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis
fig|362418.15.peg.257	CDS	NZ_JPRL01000001	284493	285125	3	+	633	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Pterin synthesis related cluster; <br>Tryptophan synthesis
fig|362418.15.peg.258	CDS	NZ_JPRL01000001	285136	286317	1	+	1182	Tryptophan synthase beta chain (EC 4.2.1.20)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis
fig|362418.15.peg.259	CDS	NZ_JPRL01000001	286466	286783	2	+	318	hypothetical protein	- none -
fig|362418.15.peg.260	CDS	NZ_JPRL01000001	286798	287535	1	+	738	Predicted amidohydrolase	- none -
fig|362418.15.peg.261	CDS	NZ_JPRL01000001	287647	288408	1	+	762	Tryptophan synthase alpha chain (EC 4.2.1.20)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis
fig|362418.15.peg.262	CDS	NZ_JPRL01000001	288416	289135	2	+	720	hypothetical protein	- none -
fig|362418.15.peg.263	CDS	NZ_JPRL01000001	289361	289990	2	+	630	Transcriptional regulator, AcrR family	- none -
fig|362418.15.peg.264	CDS	NZ_JPRL01000001	289980	291302	3	+	1323	Outer membrane component of tripartite multidrug resistance system	- none -
fig|362418.15.peg.265	CDS	NZ_JPRL01000001	291315	292394	3	+	1080	Membrane fusion component of MSF-type tripartite multidrug efflux system	- none -
fig|362418.15.peg.266	CDS	NZ_JPRL01000001	292399	293985	1	+	1587	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	- none -
fig|362418.15.peg.267	CDS	NZ_JPRL01000001	294959	294201	-2	-	759	UPF0246 protein YaaA	- none -
fig|362418.15.peg.268	CDS	NZ_JPRL01000001	295243	295067	-1	-	177	hypothetical protein	- none -
fig|362418.15.peg.269	CDS	NZ_JPRL01000001	295353	295727	3	+	375	hypothetical protein	- none -
fig|362418.15.peg.270	CDS	NZ_JPRL01000001	295742	297172	2	+	1431	CCA tRNA nucleotidyltransferase (EC 2.7.7.72)	- none -
fig|362418.15.peg.271	CDS	NZ_JPRL01000001	297172	297543	1	+	372	hypothetical protein	- none -
fig|362418.15.peg.272	CDS	NZ_JPRL01000001	297540	298565	3	+	1026	Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA	Biogenesis of cytochrome c oxidases
fig|362418.15.peg.273	CDS	NZ_JPRL01000001	298575	299378	3	+	804	hypothetical protein	- none -
fig|362418.15.peg.274	CDS	NZ_JPRL01000001	300154	299387	-1	-	768	Two-component transcriptional response regulator, LuxR family	- none -
fig|362418.15.peg.275	CDS	NZ_JPRL01000001	300550	300182	-1	-	369	hypothetical protein	- none -
fig|362418.15.peg.276	CDS	NZ_JPRL01000001	300891	300571	-3	-	321	FIG00655349: hypothetical protein	- none -
fig|362418.15.peg.277	CDS	NZ_JPRL01000001	302351	300993	-2	-	1359	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.278	CDS	NZ_JPRL01000001	302999	302376	-2	-	624	hypothetical protein	- none -
fig|362418.15.peg.279	CDS	NZ_JPRL01000001	303456	303046	-3	-	411	hypothetical protein	- none -
fig|362418.15.peg.280	CDS	NZ_JPRL01000001	305887	303722	-1	-	2166	Probable outer membrane receptor protein	- none -
fig|362418.15.peg.281	CDS	NZ_JPRL01000001	306098	306556	2	+	459	hypothetical protein	- none -
fig|362418.15.peg.282	CDS	NZ_JPRL01000001	306578	307225	2	+	648	hypothetical protein	- none -
fig|362418.15.peg.283	CDS	NZ_JPRL01000001	307251	307826	3	+	576	Galactoside O-acetyltransferase (EC 2.3.1.18)	- none -
fig|362418.15.peg.284	CDS	NZ_JPRL01000001	307826	308215	2	+	390	Uncharacterized protein YaeR with similarity to glyoxylase family	- none -
fig|362418.15.peg.285	CDS	NZ_JPRL01000001	310112	308607	-2	-	1506	hypothetical protein	- none -
fig|362418.15.peg.286	CDS	NZ_JPRL01000001	311422	310907	-1	-	516	hypothetical protein	- none -
fig|362418.15.peg.287	CDS	NZ_JPRL01000001	313021	311540	-1	-	1482	hypothetical protein	- none -
fig|362418.15.peg.288	CDS	NZ_JPRL01000001	313386	313183	-3	-	204	hypothetical protein	- none -
fig|362418.15.peg.289	CDS	NZ_JPRL01000001	314040	315320	3	+	1281	Chloride channel protein	- none -
fig|362418.15.peg.290	CDS	NZ_JPRL01000001	315420	316019	3	+	600	Membrane protein, HPP family	- none -
fig|362418.15.peg.291	CDS	NZ_JPRL01000001	316195	316734	1	+	540	hypothetical protein	- none -
fig|362418.15.peg.292	CDS	NZ_JPRL01000001	316830	317189	3	+	360	hypothetical protein	- none -
fig|362418.15.peg.293	CDS	NZ_JPRL01000001	317341	318399	1	+	1059	Lmo0572 protein	- none -
fig|362418.15.peg.294	CDS	NZ_JPRL01000001	318574	319620	1	+	1047	hypothetical protein	- none -
fig|362418.15.peg.295	CDS	NZ_JPRL01000001	319655	319891	2	+	237	hypothetical protein	- none -
fig|362418.15.peg.296	CDS	NZ_JPRL01000001	320575	319994	-1	-	582	Transcriptional regulator, AcrR family	- none -
fig|362418.15.peg.297	CDS	NZ_JPRL01000001	321400	320648	-1	-	753	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -
fig|362418.15.peg.298	CDS	NZ_JPRL01000001	321628	321909	1	+	282	hypothetical protein	- none -
fig|362418.15.peg.299	CDS	NZ_JPRL01000001	322986	322261	-3	-	726	Iron-chelator utilization protein	Ton and Tol transport systems
fig|362418.15.peg.300	CDS	NZ_JPRL01000001	323916	323068	-3	-	849	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.301	CDS	NZ_JPRL01000001	324416	323934	-2	-	483	Transcriptional regulator, MarR family	- none -
fig|362418.15.peg.302	CDS	NZ_JPRL01000001	324910	324419	-1	-	492	Acetyltransferase, GNAT family	- none -
fig|362418.15.peg.303	CDS	NZ_JPRL01000001	325844	325101	-2	-	744	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -
fig|362418.15.peg.304	CDS	NZ_JPRL01000001	325867	326277	1	+	411	Transcriptional regulator, HxlR family	- none -
fig|362418.15.peg.305	CDS	NZ_JPRL01000001	327853	326279	-1	-	1575	Na+/H+ antiporter	- none -
fig|362418.15.peg.306	CDS	NZ_JPRL01000001	328902	327934	-3	-	969	Hydrogen peroxide-inducible genes activator => OxyR	- none -
fig|362418.15.peg.307	CDS	NZ_JPRL01000001	329036	329452	2	+	417	Peroxiredoxin OsmC (EC 1.11.1.15)	- none -
fig|362418.15.peg.308	CDS	NZ_JPRL01000001	329522	330319	2	+	798	Bll0272 protein	- none -
fig|362418.15.peg.309	CDS	NZ_JPRL01000001	330945	330367	-3	-	579	Transcriptional regulator, AcrR family	- none -
fig|362418.15.peg.310	CDS	NZ_JPRL01000001	331070	331870	2	+	801	hypothetical protein	- none -
fig|362418.15.peg.311	CDS	NZ_JPRL01000001	332730	332008	-3	-	723	beta-lactamase domain protein	- none -
fig|362418.15.peg.312	CDS	NZ_JPRL01000001	333867	332854	-3	-	1014	Zinc-type alcohol dehydrogenase-like protein	- none -
fig|362418.15.peg.313	CDS	NZ_JPRL01000001	334199	334756	2	+	558	PhnO protein	- none -
fig|362418.15.peg.314	CDS	NZ_JPRL01000001	334871	336433	2	+	1563	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.315	CDS	NZ_JPRL01000001	336539	339136	2	+	2598	hypothetical protein	- none -
fig|362418.15.peg.316	CDS	NZ_JPRL01000001	339157	342492	1	+	3336	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -
fig|362418.15.peg.317	CDS	NZ_JPRL01000001	342504	343823	3	+	1320	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -
fig|362418.15.peg.318	CDS	NZ_JPRL01000001	343897	344655	1	+	759	Two-component transcriptional response regulator, LuxR family	- none -
fig|362418.15.peg.319	CDS	NZ_JPRL01000001	346005	344740	-3	-	1266	hypothetical protein	- none -
fig|362418.15.peg.320	CDS	NZ_JPRL01000001	348385	346031	-1	-	2355	TonB-dependent receptor	Ton and Tol transport systems
fig|362418.15.peg.321	CDS	NZ_JPRL01000001	348528	349520	3	+	993	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.322	CDS	NZ_JPRL01000001	349750	350586	1	+	837	Uncharacterized integral membrane protein SSO0015	- none -
fig|362418.15.peg.323	CDS	NZ_JPRL01000001	350591	350980	2	+	390	hypothetical protein	- none -
fig|362418.15.peg.324	CDS	NZ_JPRL01000001	351148	352167	1	+	1020	Putative oxidoreductase	- none -
fig|362418.15.peg.325	CDS	NZ_JPRL01000001	354697	352334	-1	-	2364	Ferrichrome-iron receptor	- none -
fig|362418.15.peg.326	CDS	NZ_JPRL01000001	354997	356277	1	+	1281	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9), FadA2	Biotin biosynthesis; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation
fig|362418.15.peg.327	CDS	NZ_JPRL01000001	356452	356802	1	+	351	hypothetical protein	- none -
fig|362418.15.peg.328	CDS	NZ_JPRL01000001	357072	357767	3	+	696	ABC transporter, ATP-binding protein	- none -
fig|362418.15.peg.329	CDS	NZ_JPRL01000001	357798	360098	3	+	2301	Ferrichrome-iron receptor	- none -
fig|362418.15.peg.330	CDS	NZ_JPRL01000001	360104	361555	2	+	1452	Efflux ABC transporter, permease protein	- none -
fig|362418.15.peg.331	CDS	NZ_JPRL01000001	361557	362903	3	+	1347	hypothetical protein	- none -
fig|362418.15.peg.332	CDS	NZ_JPRL01000001	363277	363876	1	+	600	RNA polymerase ECF-type sigma factor	- none -
fig|362418.15.peg.333	CDS	NZ_JPRL01000001	363944	365050	2	+	1107	Putative anti-sigma factor	- none -
fig|362418.15.peg.334	CDS	NZ_JPRL01000001	365067	368426	3	+	3360	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -
fig|362418.15.peg.335	CDS	NZ_JPRL01000001	368431	369888	1	+	1458	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -
fig|362418.15.peg.336	CDS	NZ_JPRL01000001	369875	371341	2	+	1467	hypothetical protein	- none -
fig|362418.15.peg.337	CDS	NZ_JPRL01000001	371563	372705	1	+	1143	Di-haem cytochrome c peroxidase family protein	- none -
fig|362418.15.peg.338	CDS	NZ_JPRL01000001	372897	373313	3	+	417	hypothetical protein	- none -
fig|362418.15.peg.339	CDS	NZ_JPRL01000001	373533	374183	3	+	651	hypothetical protein	- none -
fig|362418.15.peg.340	CDS	NZ_JPRL01000001	374334	375929	3	+	1596	hypothetical protein	- none -
fig|362418.15.peg.341	CDS	NZ_JPRL01000001	377958	375961	-3	-	1998	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	Copper Transport System; <br>Copper homeostasis
fig|362418.15.peg.342	CDS	NZ_JPRL01000001	379615	378344	-1	-	1272	CzcABC family efflux RND transporter, membrane fusion protein	- none -
fig|362418.15.peg.343	CDS	NZ_JPRL01000001	380865	379615	-3	-	1251	hypothetical protein	- none -
fig|362418.15.peg.344	CDS	NZ_JPRL01000001	384023	380886	-2	-	3138	CzcABC family efflux RND transporter, transmembrane protein	- none -
fig|362418.15.peg.345	CDS	NZ_JPRL01000001	384454	384131	-1	-	324	hypothetical protein	- none -
fig|362418.15.peg.346	CDS	NZ_JPRL01000001	384708	385829	3	+	1122	corresponds to STY3948 from Accession AL513382: Salmonella typhi CT18	- none -
fig|362418.15.peg.347	CDS	NZ_JPRL01000001	385842	386603	3	+	762	hypothetical protein	- none -
fig|362418.15.peg.348	CDS	NZ_JPRL01000001	387113	386604	-2	-	510	Putative chemotaxis protein-glutamate methylesterase (EC 3.1.1.61)	- none -
fig|362418.15.peg.349	CDS	NZ_JPRL01000001	387988	387179	-1	-	810	MCP methyltransferase, CheR-type	- none -
fig|362418.15.peg.350	CDS	NZ_JPRL01000001	388372	388007	-1	-	366	Response regulator receiver protein	- none -
fig|362418.15.peg.351	CDS	NZ_JPRL01000001	391953	388390	-3	-	3564	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.352	CDS	NZ_JPRL01000001	393187	391979	-1	-	1209	Two-component system sensor histidine kinase/response regulator hybrid	- none -
fig|362418.15.peg.353	CDS	NZ_JPRL01000001	393534	394391	3	+	858	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -
fig|362418.15.peg.354	CDS	NZ_JPRL01000001	394441	394701	1	+	261	hypothetical protein	- none -
fig|362418.15.peg.355	CDS	NZ_JPRL01000001	395609	394779	-2	-	831	hypothetical protein	- none -
fig|362418.15.peg.356	CDS	NZ_JPRL01000001	396243	395902	-3	-	342	hypothetical protein	- none -
fig|362418.15.peg.357	CDS	NZ_JPRL01000001	396446	399652	2	+	3207	hypothetical protein	- none -
fig|362418.15.peg.358	CDS	NZ_JPRL01000001	400132	399704	-1	-	429	Two-component response regulator CheY subfamily	- none -
fig|362418.15.peg.359	CDS	NZ_JPRL01000001	400366	400866	1	+	501	General stress protein	- none -
fig|362418.15.peg.360	CDS	NZ_JPRL01000001	401691	400951	-3	-	741	FIG003003: hypothetical protein	- none -
fig|362418.15.peg.361	CDS	NZ_JPRL01000001	402419	401688	-2	-	732	Endonuclease	- none -
fig|362418.15.peg.362	CDS	NZ_JPRL01000001	403065	402493	-3	-	573	Stress response diiron-containing protein YciF	- none -
fig|362418.15.peg.363	CDS	NZ_JPRL01000001	403253	403804	2	+	552	hypothetical protein	- none -
fig|362418.15.peg.364	CDS	NZ_JPRL01000001	404529	403882	-3	-	648	hypothetical protein	- none -
fig|362418.15.peg.365	CDS	NZ_JPRL01000001	404777	404616	-2	-	162	UPF0391 membrane protein YtjA	- none -
fig|362418.15.peg.366	CDS	NZ_JPRL01000001	405940	404855	-1	-	1086	Hypothetical protein PA2244 (similar to DNA topoisomerase IB, but possibly involved in glycosyl-transfer)	DNA topoisomerases, Type I, ATP-independent
fig|362418.15.peg.367	CDS	NZ_JPRL01000001	406185	405946	-3	-	240	hypothetical protein	- none -
fig|362418.15.peg.368	CDS	NZ_JPRL01000001	406949	406383	-2	-	567	hypothetical protein	- none -
fig|362418.15.peg.369	CDS	NZ_JPRL01000001	407345	406974	-2	-	372	hypothetical protein	- none -
fig|362418.15.peg.370	CDS	NZ_JPRL01000001	407652	407356	-3	-	297	hypothetical protein	- none -
fig|362418.15.peg.371	CDS	NZ_JPRL01000001	407944	408531	1	+	588	hypothetical protein	- none -
fig|362418.15.peg.372	CDS	NZ_JPRL01000001	409038	408631	-3	-	408	Transcriptional regulator	- none -
fig|362418.15.peg.373	CDS	NZ_JPRL01000001	410150	409278	-2	-	873	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.374	CDS	NZ_JPRL01000001	410261	410848	2	+	588	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	- none -
fig|362418.15.peg.375	CDS	NZ_JPRL01000001	410949	411929	3	+	981	hypothetical protein	- none -
