Function,Subsystem,NCBI GI,locus,System,Category
Heat shock protein 10 kDa family chaperone GroES,none, , ,Heat shock,Stress Response
Heat shock protein 60 kDa family chaperone GroEL,none, , ,Heat shock,Stress Response
DedA protein,DedA family of inner membrane proteins; <br>Uptake of selenate and selenite, , ,Detoxification; Miscellaneous - no subcategory,Miscellaneous; Stress Response
TonB-dependent outer membrane receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Exosortase EpsH-like protein,- none -, , ,none,none
GAF domain-containing proteins,- none -, , ,none,none
SSU ribosomal protein S15p (S13e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Cysteine synthase (EC 2.5.1.47),Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Serine acetyltransferase (EC 2.3.1.30),Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
RNA polymerase sigma factor RpoD,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192),RNA methylation, , ,RNA processing and modification,RNA Metabolism
O-methyltransferase,- none -, , ,none,none
"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",- none -, , ,none,none
"Sec-independent protein translocase protein TatE, putative",Protein transport, , ,Protein transport,Membrane Transport
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),Dipeptidases (EC 3.4.13.-); Protein degradation, , ,Protein degradation,Protein Metabolism
tRNA pseudouridine(65) synthase (EC 5.4.99.26),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17),Folate Biosynthesis; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Biopolymer transport protein ExbD/TolR; potentially related to transport or biosynthesis of folate,Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
MotA/TolQ/ExbB proton channel family protein,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Glu/Leu/Phe/Val dehydrogenase family protein,- none -, , ,none,none
Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170),- none -, , ,none,none
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
"acetyltransferase, GNAT family",- none -, , ,none,none
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)",- none -, , ,none,none
Methionine aminopeptidase (EC 3.4.11.18),<br>Translation termination factors bacterial; Aminopeptidases; CBSS-312309.3.peg.1965; Protein degradation, , ,Protein biosynthesis; Protein degradation,Protein Metabolism
Glycosyltransferase,- none -, , ,none,none
Probable zinc protease pqqL (EC 3.4.99.-),Protein degradation, , ,Protein degradation,Protein Metabolism
ApaG protein,- none -, , ,none,none
FIG006285: ICC-like protein phosphoesterase,- none -, , ,none,none
"ATP-dependent, 3&#39;-5&#39; DNA helicase with strand annealing activity",DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
ATP-dependent DNA ligase (EC 6.5.1.1) LigC,DNA ligases; <br>Nonhomologous End-Joining in Bacteria, , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
mRNA 3-end processing factor,- none -, , ,none,none
Magnesium and cobalt efflux protein CorC,CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Magnesium transport, , ,Cation transporters,Membrane Transport
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88),"Arginine and Ornithine Degradation; <br>Proline, 4-hydroxyproline uptake and utilization", , ,"Arginine; Proline and 4-hydroxyproline; urea cycle, polyamines",Amino Acids and Derivatives
16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Linoleoyl-CoA desaturase (EC 1.14.19.3),- none -, , ,none,none
Aspartate aminotransferase (EC 2.6.1.1),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
"Putative translation initiation inhibitor, yjgF family",- none -, , ,none,none
Formate-dependent phosphoribosylglycinamide formyltransferase,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Pirin,- none -, , ,none,none
YceI like family protein,- none -, , ,none,none
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"M23/M37 peptidase/aminotransferase, class III",Protein degradation, , ,Protein degradation,Protein Metabolism
UDP-glucose 4-epimerase (EC 5.1.3.2),N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Protein processing and modification,Cell Wall and Capsule; Protein Metabolism
Pleiotropic regulatory protein,- none -, , ,none,none
3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13),- none -, , ,none,none
FIG00654191: hypothetical protein,- none -, , ,none,none
DNA mismatch repair protein MutS,"DNA repair, bacterial MutL-MutS system; <br>DNA repair system including RecA, MutS and a hypothetical protein", , ,DNA repair,DNA Metabolism
tRNA/rRNA methyltransferase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) / Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113),Folate Biosynthesis; <br>Folate biosynthesis cluster; <br>Purine conversions; <br>Purine conversions, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Signal peptide peptidase SppA (protease 4),Protein degradation, , ,Protein degradation,Protein Metabolism
Outer membrane assembly protein,- none -, , ,none,none
putative auxin-regulated protein,- none -, , ,none,none
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17),- none -, , ,none,none
3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19),- none -, , ,none,none
D-aminoacyl-tRNA deacylase (EC 3.1.1.96),- none -, , ,none,none
Ribosome small subunit biogenesis RbfA-release protein RsgA,- none -, , ,none,none
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) / Chorismate mutase I (EC 5.4.99.5),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
"MerP, putative",- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
"Site-specific recombinases, DNA invertase Pin homologs",- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR) / Saccharopine dehydrogenase (EC 1.5.1.9),Lysine degradation, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Glucose/galactose transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
TPR domain protein,- none -, , ,none,none
Acetylornithine aminotransferase (EC 2.6.1.11) (ACOAT),- none -, , ,none,none
Lipopolysaccharide export system protein LptA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Bis-ABC ATPase YbiT,- none -, , ,none,none
FIG00694210: hypothetical protein,- none -, , ,none,none
"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, ATP-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Small-conductance mechanosensitive channel,- none -, , ,none,none
Septum formation protein Maf,Bacterial cell division cluster; <br>CBSS-354.1.peg.2917, , ,none,none
"Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",- none -, , ,none,none
no hits,- none -, , ,none,none
Kup system potassium uptake protein,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Putative oxidoreductase,- none -, , ,none,none
ATP-dependent RNA helicase RhlE (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Aminopeptidase N,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Antitoxin HigA,- none -, , ,none,none
Excinuclease ABC subunit A,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
Pyrimidine operon regulatory protein PyrR,- none -, , ,none,none
Aspartate carbamoyltransferase (EC 2.1.3.2),- none -, , ,none,none
Ribonuclease Z (EC 3.1.26.11),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Pyridoxamine 5&#39;-phosphate oxidase (EC 1.4.3.5),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Phosphoglycerate/bisphosphoglycerate mutase,- none -, , ,none,none
Polyphosphate kinase (EC 2.7.4.1),Phosphate metabolism; <br>Polyphosphate; <br>Purine conversions, , ,Phosphorus Metabolism - no subcategory; Purines,Nucleosides and Nucleotides; Phosphorus Metabolism
Exopolyphosphatase (EC 3.6.1.11),Phosphate metabolism; <br>Polyphosphate, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
Antitoxin HigA,- none -, , ,none,none
DNA topoisomerase IB (poxvirus type) (EC 5.99.1.2),"DNA topoisomerases, Type I, ATP-independent", , ,DNA replication,DNA Metabolism
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),CBSS-226186.1.peg.3978; <br>CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>RNA methylation, , ,RNA processing and modification,RNA Metabolism
FIG032012: hypothetical protein,CBSS-226186.1.peg.3978, , ,none,none
RecD-like DNA helicase Atu2026,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38),- none -, , ,none,none
Subtilisin-like serine proteases,Protein degradation, , ,Protein degradation,Protein Metabolism
"putative oxidoreductase, nitronate monooxygenase family",- none -, , ,none,none
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Alkaline phosphatase (EC 3.1.3.1),Phosphate metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines; Phosphorus Metabolism - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Phosphorus Metabolism"
Diaminopimelate decarboxylase (EC 4.1.1.20),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),- none -, , ,none,none
Two-component response regulator CheY subfamily,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Maebl,- none -, , ,none,none
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),Glycine Biosynthesis; <br>Glycine and Serine Utilization, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
Dipeptidyl peptidase VI,Protein degradation, , ,Protein degradation,Protein Metabolism
Acetyl-CoA acetyltransferase (EC 2.3.1.9),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Mevalonate Branch of Isoprenoid Biosynthesis; <br>Polyhydroxybutyrate metabolism, , ,"Fatty Acids, Lipids, and Isoprenoids - no subcategory; Fermentation; Isoprenoids","Carbohydrates; Fatty Acids, Lipids, and Isoprenoids"
"Membrane protein, putative",- none -, , ,none,none
Carbapenem antibiotics biosynthesis protein carD,Antibiotics biosynthesis, , ,"Bacterial cytostatics, differentiation factors and antibiotics",Secondary Metabolism
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
Acyl carrier protein phosphodiesterase (EC 3.1.4.14),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Chloride channel protein,- none -, , ,none,none
Thiol:disulfide interchange protein,- none -, , ,none,none
Thiol:disulfide interchange protein,- none -, , ,none,none
SCO1/SenC family protein associated with Copper-containing nitrite reductase,- none -, , ,none,none
Nitrite reductase accessory protein NirV,Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Copper-containing nitrite reductase-like / Cytochrome C,Cytochrome, , ,Respiration - no subcategory,Respiration
Copper-containing nitrite reductase (EC 1.7.2.1),Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
putative secreted protein,- none -, , ,none,none
Branched-chain amino acid aminotransferase (EC 2.6.1.42),Alanine biosynthesis; <br>Isoleucine degradation; <br>Pyruvate Alanine Serine Interconversions; <br>Valine degradation, , ,"Alanine, serine, and glycine; Branched-chain amino acids; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),RNA methylation; <br>mnm5U34 biosynthesis bacteria, , ,RNA processing and modification,RNA Metabolism
Uncharacterized protein Celly_2507,- none -, , ,none,none
Hydrogen peroxide-inducible genes activator => OxyR,- none -, , ,none,none
DNA protection during starvation protein,- none -, , ,none,none
Uncharacterized protein YuxK,- none -, , ,none,none
Recombination inhibitory protein MutS2,"DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
