Function,Subsystem,NCBI GI,locus,System,Category
Thiol:disulfide oxidoreductase,- none -, , ,none,none
Chitinase (EC 3.2.1.14),- none -, , ,none,none
beta-glycosyl hydrolase,- none -, , ,none,none
Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Glucose/galactose transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Transaldolase (EC 2.2.1.2),Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Cell well associated RhsD protein,- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Glutamine cyclotransferase,- none -, , ,none,none
Imidazolonepropionase (EC 3.5.2.7),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
Formiminoglutamase (EC 3.5.3.8),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
ATP-dependent RNA helicase RhlE (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Sodium:dicarboxylate symporter precursor,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Chorismate synthase (EC 4.2.3.5),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog",- none -, , ,none,none
UDP-N-acetylglucosamine:L-malate glycosyltransferase,- none -, , ,none,none
Fe-S oxidoreductase (Ferredoxin) (EC 1.3.99.-),- none -, , ,none,none
Iron-sulphur-binding reductase,- none -, , ,none,none
"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
LPS-assembly protein LptD @ Organic solvent tolerance protein precursor,ECSIG4-SIG7; Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
Methylglyoxal synthase (EC 4.2.3.3),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Glycolysis and Gluconeogenesis; <br>Pyridoxin (Vitamin B6) Biosynthesis, , ,Central carbohydrate metabolism; Pyridoxine,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
6-phosphofructokinase (EC 2.7.1.11),Glycolysis and Gluconeogenesis, , ,Central carbohydrate metabolism,Carbohydrates
N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),- none -, , ,none,none
16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),RNA methylation, , ,RNA processing and modification,RNA Metabolism
tRNA/rRNA methyltransferase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
Gll1663 protein,- none -, , ,none,none
Gll1663 protein,- none -, , ,none,none
Uncharacterized UPF0118 membrane protein,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
D-alanyl-D-alanine dipeptidase (EC 3.4.13.22),Dipeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Kynurenine formamidase, bacterial (EC 3.5.1.9)",Aromatic amino acid degradation; <br>NAD and NADP cofactor biosynthesis global, , ,Aromatic amino acids and derivatives; NAD and NADP,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
probable cycloinulo-oligosaccharide fructanotransferase,- none -, , ,none,none
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
"Amine oxidase, flavin-containing",- none -, , ,none,none
FAD-dependent oxidoreductase,- none -, , ,none,none
4&#39;-phosphopantetheinyl transferase (EC 2.7.8.-),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Hydrolase, alpha/beta fold family",- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
"ABC-type siderophore export system, fused ATPase and permease components",Siderophore, , ,Membrane Transport - no subcategory,Membrane Transport
Thioesterase,- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Polyketide synthase in FadD32 cluster,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
Gramicidin S synthetase 2 (Gramicidin S synthetase II) [Includes: ATP-dependent proline adenylase (ProA) (Proline activase); ATP-dependent valine adenylase (ValA) (Valine activase); ATP-dependent ornithine adenylase (OrnA) (Ornithine activase); ATP-dependent leucine adenylase (LeuA) (Leucine activase)],- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Uncharacterized oxidoreductase DR_0249,- none -, , ,none,none
Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),- none -, , ,none,none
Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12),- none -, , ,none,none
Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),- none -, , ,none,none
Acetyl-CoA acetyltransferase (EC 2.3.1.9),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis, , ,Fermentation; Isoprenoids,"Carbohydrates; Fatty Acids, Lipids, and Isoprenoids"
Dipeptidyl peptidase VI,Protein degradation, , ,Protein degradation,Protein Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Aldo/keto reductase,- none -, , ,none,none
Modulator of drug activity B,- none -, , ,none,none
lin0150,- none -, , ,none,none
Cell surface protein,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
Probable secreted protein containing HslJ-like protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
"ABC-type antimicrobial peptide transport system, permease component",none, , ,ABC-transporters,Membrane Transport
Histone H1,- none -, , ,none,none
Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Molybdenum cofactor guanylyltransferase (EC 2.7.7.77),- none -, , ,none,none
Molybdopterin biosynthesis protein MoeA,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
Rhodanese homology domain / Thioredoxin,- none -, , ,none,none
Inner membrane protein YadS,- none -, , ,none,none
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Ornithine aminotransferase (EC 2.6.1.13),Arginine and Ornithine Degradation; <br>Dimethylarginine metabolism, , ,"Arginine; Stress Response - no subcategory; urea cycle, polyamines",Amino Acids and Derivatives; Stress Response
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Cyanophycinase (EC 3.4.15.6),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
Penicillin amidase family protein,- none -, , ,none,none
Dienelactone hydrolase family protein,- none -, , ,none,none
Gll1812 protein,- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Transcription termination factor Rho,Transcription factors bacterial, , ,Transcription,RNA Metabolism
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
tRNA pseudouridine(38-40) synthase (EC 5.4.99.12),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"prophage LambdaSa2, HNH endonuclease family protein",Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),5-FCL-like protein; <br>Dehydrogenase complexes; <br>Glycine cleavage system; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation, , ,"Alanine, serine, and glycine; Branched-chain amino acids; Central carbohydrate metabolism; Folate and pterines","Amino Acids and Derivatives; Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
peptidase S15,Protein degradation, , ,Protein degradation,Protein Metabolism
NTP pyrophosphohydrolases including oxidative damage repair enzymes,- none -, , ,none,none
FIG00656574: hypothetical protein,- none -, , ,none,none
Aha1 domain protein,- none -, , ,none,none
Possible membrane protein,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Outer membrane protein,- none -, , ,none,none
putative acetyltransferase,- none -, , ,none,none
3-carboxymuconate cyclase,- none -, , ,none,none
Lysine decarboxylase family,- none -, , ,none,none
probable integral-membrane protein,- none -, , ,none,none
Ligand-binding SRPBCC domain protein family,- none -, , ,none,none
Lipopolysaccharide modification acyltransferase,- none -, , ,none,none
Uncharacterized protein YbfG,- none -, , ,none,none
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",Glycine and Serine Utilization; <br>Glycine and Serine Utilization; <br>Pyruvate Alanine Serine Interconversions; <br>Pyruvate Alanine Serine Interconversions, , ,"Alanine, serine, and glycine; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"RNA pseudouridylate synthase, group 1",- none -, , ,none,none
Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Sensory box histidine kinase/response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"YpfJ protein, zinc metalloprotease superfamily",Broadly distributed proteins not in subsystems, , ,Miscellaneous - no subcategory,Miscellaneous
N-acetylglucosaminyl-L-malate N-acetyl hydrolase,- none -, , ,none,none
Isochorismate synthase (EC 5.4.4.2),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis",- none -, , ,none,none
Endonuclease I,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),Biotin biosynthesis; <br>Fatty acid metabolism cluster, , ,Biotin; Fatty acids,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
Retron-type RNA-directed DNA polymerase (EC 2.7.7.49),DNA polymerase; Group II intron-associated genes, , ,DNA replication; RNA Metabolism - no subcategory,DNA Metabolism; RNA Metabolism
Uncharacterized protein Fleli_2163,- none -, , ,none,none
Deoxyribonuclease TatD,Twin-arginine translocation system; <br>YcfH, , ,DNA Metabolism - no subcategory; Protein translocation across cytoplasmic membrane,DNA Metabolism; Membrane Transport
