Function,Subsystem,NCBI GI,locus,System,Category
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23),- none -, , ,none,none
Transcription termination protein NusB,Riboflavin synthesis cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Protein translocase subunit YajC,Protein transport, , ,Protein transport,Membrane Transport
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
putative hemin receptor,- none -, , ,none,none
"Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type","tRNA aminoacylation, Pro", , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S20p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
GTP-binding protein TypA/BipA,- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Surface antigen (D15) precursor,- none -, , ,none,none
"Metal-dependent phosphohydrolase, HD subdomain",- none -, , ,none,none
Lmo0572 protein,- none -, , ,none,none
Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Membrane fusion component of MSF-type tripartite multidrug efflux system,- none -, , ,none,none
Outer membrane component of tripartite multidrug resistance system,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Tryptophan synthase alpha chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Predicted amidohydrolase,- none -, , ,none,none
Threonine efflux protein,- none -, , ,none,none
Tryptophan synthase beta chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Phosphoribosylanthranilate isomerase (EC 5.3.1.24),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Pterin synthesis related cluster; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines; Plant Hormones,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments; Secondary Metabolism"
Indole-3-glycerol phosphate synthase (EC 4.1.1.48),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Anthranilate phosphoribosyltransferase (EC 2.4.2.18),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Anthranilate synthase, aminase component (EC 4.1.3.27)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Rhodanese-like domain protein,- none -, , ,none,none
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
Putative transmembrane protein,- none -, , ,none,none
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Protein containing rhodanese-like domain,- none -, , ,none,none
"Glyceraldehyde-3-phosphate dehydrogenase, putative",- none -, , ,none,none
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
UPF0246 protein YaaA,- none -, , ,none,none
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
CDP-alcohol phosphatidyltransferase,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Probable outer membrane receptor protein,- none -, , ,none,none
Galactoside O-acetyltransferase (EC 2.3.1.18),Lactose utilization, , ,Di- and oligosaccharides,Carbohydrates
Uncharacterized protein YaeR with similarity to glyoxylase family,- none -, , ,none,none
Chloride channel protein,- none -, , ,none,none
"Membrane protein, HPP family",- none -, , ,none,none
Error-prone repair protein UmuD,- none -, , ,none,none
"Error-prone, lesion bypass DNA polymerase V (UmuC)",DNA polymerase, , ,DNA replication,DNA Metabolism
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Multicopper oxidase,Copper homeostasis, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26),- none -, , ,none,none
Uncharacterized integral membrane protein Fjoh_4783,- none -, , ,none,none
"Uncharacterized protein YfgD, not an arsenate reductase",- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized protein CA2559_09228,- none -, , ,none,none
Fumarate hydratase class II (EC 4.2.1.2),- none -, , ,none,none
Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR) / Saccharopine dehydrogenase (EC 1.5.1.9),Lysine degradation, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Site-specific recombinase,- none -, , ,none,none
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Lanthionine biosynthesis protein LanB,Lanthionine Synthetases, , ,Secondary Metabolism - no subcategory,Secondary Metabolism
D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),<br>Metallocarboxypeptidases (EC 3.4.17.-); <br>Murein Hydrolases; CBSS-84588.1.peg.1247; Protein degradation, , ,Cell Wall and Capsule - no subcategory; Protein degradation,Cell Wall and Capsule; Protein Metabolism
Cold shock protein of CSP family,Phage shock, , ,Cold shock; Stress Response - no subcategory,Stress Response
UPF0339 protein YegP.N / UPF0339 protein YegP.C,- none -, , ,none,none
GCN5-related N-acetyltransferase,- none -, , ,none,none
COG1649 predicted glycoside hydrolase,- none -, , ,none,none
"AmpG protein, beta-lactamase induction signal transducer",- none -, , ,none,none
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
beta-N-acetylglucosaminidase (EC 3.2.1.52),- none -, , ,none,none
Alkyl hydroperoxide reductase subunit C-like protein,Oxidative stress; <br>Thioredoxin-disulfide reductase, , ,Oxidative stress; Sulfur Metabolism - no subcategory,Stress Response; Sulfur Metabolism
Thioredoxin,- none -, , ,none,none
"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Diacylglycerol kinase (EC 2.7.1.107),Riboflavin synthesis cluster, , ,none,none
DNA translocase FtsK,- none -, , ,none,none
Outer membrane lipoprotein carrier protein LolA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Lipopolysaccharide export system permease protein LptF,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
cytosolic long-chain acyl-CoA thioester hydrolase family protein,- none -, , ,none,none
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraN,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraM,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraK,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraJ,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraG,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraF,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative DNA methylase,DNA methylation, , ,DNA Metabolism - no subcategory,DNA Metabolism
Conjugative transposon protein TraE,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
Cell well associated RhsD protein,- none -, , ,none,none
Uncharacterized protein CHU_1311,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Probable acylaminoacyl-peptidase (EC 3.4.19.1),Protein degradation, , ,Protein degradation,Protein Metabolism
"hypothetical protein clusted with conjugative transposons, BF0131","Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative conjugative transposon mobilization protein BF0132,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative mobilization protein BF0133,"Conjugative transposon, Bacteroidales", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase, , ,DNA repair; DNA replication,DNA Metabolism
Hypothetical protein Fjoh_1965,- none -, , ,none,none
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
conserved hypothetical protein,- none -, , ,none,none
Single-stranded DNA-binding protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway", , ,DNA repair,DNA Metabolism
Mycobacteriophage Barnyard protein gp56,- none -, , ,none,none
"ThiF family protein, ubiquitin-activating enzyme",- none -, , ,none,none
3&#39;-phosphoadenosine 5&#39;-phosphosulfate sulfurtransferase DndC,DNA phosphorothioation, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA sulfur modification protein DndD,DNA phosphorothioation, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA sulfur modification protein DndE / P-loop NTPase,DNA phosphorothioation, , ,DNA Metabolism - no subcategory,DNA Metabolism
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
Two-component response regulator of nitrate reduction,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Sensory box histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
