Function,Subsystem,NCBI GI,locus,System,Category
NAD kinase (EC 2.7.1.23),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
CBS,- none -, , ,none,none
Pyridoxine 5&#39;-phosphate synthase (EC 2.6.99.2),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Putative esterase/lipase ybfF (EC 3.1.-.-),- none -, , ,none,none
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
"Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,Anaerobic respiratory reductases, , ,Electron accepting reactions,Respiration
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Sialic acid-specific 9-O-acetylesterase,- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Outer membrane protein,- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241),- none -, , ,none,none
Membrane metalloprotease,Protein degradation, , ,Protein degradation,Protein Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
TonB-dependent receptor plug,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
DoxX family protein,- none -, , ,none,none
Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
AhpC/TSA family protein,- none -, , ,none,none
Acyl carrier protein phosphodiesterase (EC 3.1.4.14),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
DNA alkylation repair enzyme,none, , ,DNA repair,DNA Metabolism
Chloride channel protein,- none -, , ,none,none
Excinuclease ABC subunit A,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
Aminopeptidase N,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",Dehydrogenase complexes; <br>Dehydrogenase complexes; <br>Isoleucine degradation; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation; <br>Valine degradation, , ,Branched-chain amino acids; Central carbohydrate metabolism,Amino Acids and Derivatives; Carbohydrates
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Dephospho-CoA kinase (EC 2.7.1.24),Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Glycosyltransferase,- none -, , ,none,none
"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan",- none -, , ,none,none
DNA repair protein RecN,"DNA repair, bacterial; none", , ,DNA repair,DNA Metabolism
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),CBSS-176299.4.peg.1292; <br>RNA polymerase bacterial, , ,Transcription,RNA Metabolism
Outer membrane assembly lipoprotein YfiO,- none -, , ,none,none
4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
DNA ligase (NAD(+)) (EC 6.5.1.2),- none -, , ,none,none
LSU ribosomal protein L9p,Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent",<br>Ribosome SSU bacterial; Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S6p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Two-component system response regulator protein,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Helicase PriA essential for oriC/DnaA-independent DNA replication,DNA helicase; none, , ,DNA Metabolism - no subcategory; DNA replication,DNA Metabolism
"Inner membrane protein YihY, formerly thought to be RNase BN",LMPTP YfkJ cluster; <br>Riboflavin synthesis cluster, , ,none,none
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Cupin domain protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Fosmidomycin resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Membrane-bound metal-dependent hydrolase,- none -, , ,none,none
23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177),Pseudouridinylation; RNA methylation, , ,RNA processing and modification,RNA Metabolism
Dihydropteroate synthase (EC 2.5.1.15),Folate Biosynthesis; <br>Folate biosynthesis cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Uncharacterized protein BT_3928,- none -, , ,none,none
Thioredoxin family protein,- none -, , ,none,none
Triosephosphate isomerase (EC 5.3.1.1),- none -, , ,none,none
Ribosomal protein L11 methyltransferase,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
ClpS-like protein Fjoh_3508,- none -, , ,none,none
Putative transmembrane protein,- none -, , ,none,none
2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),- none -, , ,none,none
putative outermembrane protein,- none -, , ,none,none
Acetate kinase (EC 2.7.2.1),"Fermentations: Lactate; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Fermentation,Carbohydrates
BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8),"Fermentations: Lactate; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Fermentation,Carbohydrates
Magnesium and cobalt transport protein CorA,Magnesium transport; none, , ,Cation transporters; Membrane Transport - no subcategory,Membrane Transport
Bis-ABC ATPase YbiT,- none -, , ,none,none
Glucose/galactose transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
N-succinyl-L-citrulline:glutamate succinyltransferase,- none -, , ,none,none
Argininosuccinate synthase (EC 6.3.4.5),- none -, , ,none,none
N-succinyl-gamma-glutamyl-phosphate reductase,- none -, , ,none,none
N-succinylornithine aminotransferase,- none -, , ,none,none
Gamma-glutamyl phosphate reductase (EC 1.2.1.41),Proline Synthesis, , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
Glutamate 5-kinase (EC 2.7.2.11),Proline Synthesis, , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
N-succinylornithine carbamoyltransferase (EC 2.1.3.11),- none -, , ,none,none
N-succinylglutamate kinase,- none -, , ,none,none
N-succinyl-L-citrulline deacetylase,- none -, , ,none,none
Argininosuccinate lyase (EC 4.3.2.1),- none -, , ,none,none
Uncharacterized protein PRU_2521,- none -, , ,none,none
General stress protein,- none -, , ,none,none
Chaperone protein ClpB (ATP-dependent unfoldase),- none -, , ,none,none
Toll-Interleukin receptor protein,- none -, , ,none,none
PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
Pirin,- none -, , ,none,none
Inner membrane protein YedI,- none -, , ,none,none
N-carbamoylputrescine amidase (EC 3.5.1.53) @ Aliphatic amidase AmiE (EC 3.5.1.4),- none -, , ,none,none
Outer membrane porin F precursor,- none -, , ,none,none
Agmatine deiminase (EC 3.5.3.12),- none -, , ,none,none
ATP-dependent DNA helicase RecG (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
Agglutination protein,- none -, , ,none,none
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
Secreted and surface protein containing fasciclin-like repeats,- none -, , ,none,none
FIG01423360: glycoside hydrolase,- none -, , ,none,none
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),Nucleoside triphosphate pyrophosphohydrolase MazG, , ,Detoxification,Nucleosides and Nucleotides
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
putative membrane protein,- none -, , ,none,none
Malate:quinone oxidoreductase (EC 1.1.5.4),- none -, , ,none,none
Putative pre-16S rRNA nuclease YqgF,Nuclease, , ,RNA processing and modification,RNA Metabolism
SAM-dependent methyltransferase,- none -, , ,none,none
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Putative two-domain glycosyltransferase,- none -, , ,none,none
"beta 1,4 glucosyltransferase",- none -, , ,none,none
Polysaccharide deacetylase,- none -, , ,none,none
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),- none -, , ,none,none
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
CDP-alcohol phosphatidyltransferase,- none -, , ,none,none
PPO candidate 1,- none -, , ,none,none
FIG01019782: hypothetical protein,- none -, , ,none,none
Galactoside O-acetyltransferase (EC 2.3.1.18),- none -, , ,none,none
Uncharacterized protein YaeR with similarity to glyoxylase family,- none -, , ,none,none
Chloride channel protein,- none -, , ,none,none
"Membrane protein, HPP family",- none -, , ,none,none
Lmo0572 protein,- none -, , ,none,none
"Metal-dependent phosphohydrolase, HD subdomain",- none -, , ,none,none
Surface antigen (D15) precursor,- none -, , ,none,none
response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
GTP-binding protein TypA/BipA,- none -, , ,none,none
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Uncharacterized protein YuxK,- none -, , ,none,none
Carbapenem antibiotics biosynthesis protein carD,Antibiotics biosynthesis, , ,"Bacterial cytostatics, differentiation factors and antibiotics",Secondary Metabolism
3-dehydroquinate synthase (EC 4.2.3.4),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Biosynthetic arginine decarboxylase (EC 4.1.1.19),- none -, , ,none,none
Deoxyhypusine synthase (EC 2.5.1.46),Alkaloid biosynthesis from L-lysine; <br>Modification of eukaryotic initiation factor 5A, , ,Plant Alkaloids; Protein processing and modification,Protein Metabolism; Secondary Metabolism
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27),- none -, , ,none,none
Phosphoenolpyruvate carboxylase (EC 4.1.1.31),"Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
Spermidine synthase-like protein,- none -, , ,none,none
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38),- none -, , ,none,none
Mrr restriction system protein,- none -, , ,none,none
NADPH:quinone oxidoreductase 2 ## possible protective/detoxification role,NADPH:quinone oxidoreductase 2, , ,Oxidative stress,Stress Response
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
RecD-like DNA helicase Atu2026,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
FIG032012: hypothetical protein,CBSS-226186.1.peg.3978, , ,none,none
16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),CBSS-226186.1.peg.3978; <br>CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>RNA methylation, , ,RNA processing and modification,RNA Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
Exopolyphosphatase (EC 3.6.1.11),Phosphate metabolism; <br>Polyphosphate, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Polyphosphate kinase (EC 2.7.4.1),Phosphate metabolism; <br>Polyphosphate; <br>Purine conversions, , ,Phosphorus Metabolism - no subcategory; Purines,Nucleosides and Nucleotides; Phosphorus Metabolism
Phosphoglycerate/bisphosphoglycerate mutase,- none -, , ,none,none
Chaperone protein HtpG,Protein chaperones, , ,Protein folding,Protein Metabolism
OmpA family protein,- none -, , ,none,none
"Iron(III) ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
